recipe_id,description,step_no
479426,6.續鍋轉小火，再加入1大匙的食用油，放入鹹蛋黃，拌炒至起泡泡。,6
479426,7.再加入炒好的秋葵(步驟5.)快速翻拌，使其裹上金沙，即可關火。,7
479426,8.起鍋盛盤。,8
479412,苦瓜切塊，香菇對半切,1
479412,用薑、酒熱水川燙雞腿肉,2
479412,倒掉川燙的髒水，把雞肉用水洗乾淨,3
479412,再加入蔭鳳梨的玻璃瓶4瓶過濾水，先將水煮滾,4
479412,再放入苦瓜、香菇，一起燉煮，可以調味一下，大約燉煮20分鐘即可！,5
479409,乾香菇切成1,1
479409,4，竹筍切塊，大蔥和辣椒切段。,2
479409,雞腿肉切塊，用醃料抓醃備用。,3
479409,熱鍋不放油，將雞腿肉皮先朝下煎，煎至出油後，翻炒至兩面金黃，取出備用。,4
479409,原鍋放入蔥段、辣椒和蒜炒香。,5
479409,加入竹筍、乾香菇、調味料、香菇水和水，並放回雞肉，大火煮滾後，轉小火蓋鍋蓋燜煮30分鐘。（期間須翻拌數次，並留意火力）,6
479409,打開蓋子，轉大火收汁濃稠即完成。,7
479398,預煮蘿蔔糕（可選） 👉 微波或蒸熱 30秒～1分鐘，讓它炒的時候比較軟。,1
479398,煎蘿蔔糕 - 鍋中放 1～2 匙油，加熱後下蘿蔔糕煎到金黃微焦（每面約 1~2 分鐘），推至鍋邊備用。,2
479398,爆香配料 - 再加一點油，放入蒜末＋蘿蔔乾（如有）爆香。 👉 若使用蝦醬辣椒，可以這時候一併炒香！ 加入辣椒醬 - 加入 1 大匙辣椒醬（看你口味，怕太辣先加半匙），炒勻與香料混合。,3
479398,下蛋拌炒 - 倒入蛋液，靜置 5 秒讓底部微定型，再快速拌炒，讓蛋裹住蘿蔔糕。,4
479398,調味與上色 - 加入黑甜醬油拌炒至整體上色。 - 用少許魚露／醬油調整鹹味。 - 灑白胡椒提香。,5
479392,蔥洗淨去蒂，分蔥白、蔥綠切段；白靈菇去蒂，撥散洗淨備用,1
479392,起油鍋，放入豆包中小火煎至兩面焦黃，取出切小片(1片分成3小片),2
479392,同上鍋，再加些油，放入蔥白段爆香，放入白靈菇拌炒，加入所有調味料、作法2的豆包煮至湯水收汁,3
479392,起鍋前，放入蔥綠拌炒均勻即可,4
479391,將雞腿肉與醃料混合醃製半小時,1
479391,冷鍋開中火加入雞腿肉煎至兩面金黃盛起備用,2
479391,加入櫛瓜拌炒2分鐘,3
479391,加入雞腿肉、蒜頭及辣椒拌炒30秒,4
479391,加入蔥花、花生及所有調味料開大火拌炒一下即可收工,5
479390,紅辣椒洗淨，去蒂切末；薑去皮，切絲；小白菜洗淨，切段備用。,1
479390,起油鍋，放入鹹鯖魚片煎至兩面焦黃，取出撥散,2
479390,同上鍋餘油，放入薑絲、辣椒末爆香，加入小白菜梗拌炒至微軟，加入米酒、鹽糖調味，倒入小白菜葉炒軟，再倒入作法2的鹹鯖魚拌炒均勻即可,3
479385,洗米 加高湯、吻仔魚，電鍋兩杯水,1
479385,小白菜洗淨 進調理機打碎,2
479385,電鍋跳起後 瓦斯爐小火 加入白菜跟蛋黃煮熟即可,3
479380,小黃瓜均等削皮後，切成3等分。,1
479380,小黃瓜放入醋、醬油、糖、芝麻油、蒜頭均勻攪拌。,2
479380,冷藏至少半天即完成。,3
479378,1.鍋中擺入一個蒸盤，然後將水燒至大滾 ,1
479378,2.茄子洗淨，切成大塊，碼放盤中【盡量攤開，不要重疊】,2
479378,戴上手套，將茄子放上蒸盤【小心被蒸氣燙傷】,3
479378,大火蒸5分鐘即可取出,4
479378,可以搭配薑泥+烏醋，或是香菜辣椒醬享用,5
479366,備料：蒜頭剝皮 青蔥切段 雞肉洗淨後先燙過 蛤蜊放鹽水，事先吐沙香菇泡水薑切片,1
479366,熱鍋後，將雞皮朝下，煎至金黃。 雞肉出油後，加入薑片、蒜頭爆香， 再放入蔥白、香菇炒香,2
479366,再放入香菇水、半瓶酒後，待滾後加入白胡椒粉及蔥綠,3
479366,最後加入鹽巴調味，再加入蛤蜊煮至開口，即完成湯品。,4
479361,選秋葵如手指般長，有機薑連皮。 Choose okra that is as long as a finger and organic ginger with the skin.,1
479361,"洗乾淨切片、切丁。 Wash, slice and dice.",2
479361,"將秋葵和有機薑放入清水中，大火煮開，然後轉小火煮大概30分鐘。 Place okra and organic ginger in water, bring to a boil over high heat, then simmer for about 30 minutes.",3
479361,煮至秋葵及薑味溢出，秋葵色澤變黃。水量少了一半。 Cook until the okra and ginger flavor comes out and the okra turns yellow. The amount of water was reduced by half.,4
479361,"隔渣過濾後，只享用飲料。 After filtering, just enjoy the drink.",5
479361,可加鹽或者蜂蜜。冷飲或熱飲，都可以。 You can add salt or honey. Drink it hot or cold.,6
479349,鹽巴搓洗小黃瓜表面、用飲用水沖洗 擦乾 切掉頭尾、用刨刀削成薄薄黃瓜片 疊好 加入鹽巴、白糖、工研醋、蒜末、辣椒段、雪碧 冷藏醃製到隔天,1
479349,入味在吃,2
479334,▪️蝦子去殼、去腸泥（殼留下）,1
479334,▪️熱油鍋之後下蝦頭蝦殼+薑片、蒜瓣炒紅,2
479334,▪️加入水，小火熬10~15分鐘做成鮮湯 ▪️過濾後加入蝦身，煮熟即可,3
479334,最後調味，加入醬鹽和白胡椒粉，完成✅,4
479327,煎,1
479327,鋪蛋上,2
479327,翻面，盛,3
479325,剝開豌豆莢取出豆仁。,1
479325,鍋中倒入水和豌豆，咕嚕咕嚕地煮到豌豆變軟。,2
479325,再放入高湯塊，溶解後關火。,3
479325,靜置片刻放涼後，倒入果汁機攪打2分鐘。,4
479325,再倒回鍋子裡，加入牛奶煮到沸騰關火。,5
479325,最後以鹽巴和胡椒調味，就完成了。盛入碗中。,6
479325,美味上桌,7
479307,臺灣原住民族產的馬告,1
479307,外型與胡椒有些相似,2
479307,準備木薑子、青花椒、芫荽籽【後兩者可省略】,3
479307,全部用石臼研磨成粉末,4
479307,薑、蒜、辣椒全部攪打成顆粒,5
479307,鍋中加入植物油、辣椒碎,6
479307,開中火炒3分鐘，把水氣走一走,7
479307,轉小火炒5分鐘【水氣基本炒乾了】,8
479307,加入所有香料粉，小火炒1分鐘,9
479307,加入醬油、鹽、糖、味精，最後炒1分鐘,10
479307,熄火，辣椒醬完成【全程費時10分鐘】,11
479307,盛出放涼即可裝瓶,12
479305,大蒜，氣疲 去蒂頭,1
479305,攪打成末，過兩次清水,2
479305,濾乾,3
479305,可以再加壓一下，讓水分再少一些,4
479305,150g沙拉油,5
479305,橄欖油 都可以,6
479305,加熱到150度，加入蒜末 倒入蒜末時要小心，會噗油,7
479305,小火慢炸，直到氣泡變小，熄火 加入調味料,8
479305,稍稍放涼，倒入玻璃瓶中 可以倒放變真空 冷卻，就可放冰箱儲存,9
479303,將所有食材置入容杯中,1
479303,使用功能鍵冰沙進行調理,2
479303,倒數完畢即完成。,3
479280,小黃瓜切薄片，加少許食鹽醃漬，沖洗後攥乾水分,1
479280,雞蛋煮至剛好熟，剝殼後用漏勺碾碎【煮過熟蛋黃會發黑，產生屁味】,2
479280,馬鈴薯、胡蘿蔔去皮切塊，加飲用水沒過食材,3
479280,用電鍋煮熟，控乾水分，再用勺子碾碎,4
479280,加入鹽、糖、味精、黑胡椒粉、沙拉醬，攪拌均勻,5
479280,加入碾碎的雞蛋，攪拌均勻,6
479280,最後加入醃好的小黃瓜即可,7
479279,鳳梨去皮、去芯，切成厚片,1
479279,用淡鹽水浸泡20分鐘,2
479279,小黃瓜切片，也用淡鹽水浸泡，去除苦澀味,3
479279,控乾水分，加入砂糖、果醋、檸檬汁,4
479279,輕輕翻拌均勻，注意別把鳳梨挖爛了,5
479279,冷藏醃漬30分鐘以上再享用,6
479278,香菜沖洗乾淨，去除根部，然後控乾水分,1
479278,香菜、嫩薑、辣椒，控乾水分後切段，加入絞肉機中,2
479278,攪打成細碎顆粒,3
479278,加入醬油、香油、砂糖、味精、檸檬汁，覺得不夠鹹的話再加鹽,4
479278,香菜辣椒醬製作完成！,5
479278,裝瓶冷藏保存，可保存7~14天,6
479270,1. 將薑切片 2. 注入600毫升的水 3. 放入薑片 4. 加入兩湯匙的黑糖和一湯匙的無糖可可粉 5. 煮滾之後攪拌均勻，完成,1
479270,可以反覆沖（薑片還有味道，鍋內加水再滾即可）,2
479267,▪️馬鈴薯切絲泡水瀝乾後備用 ▪️火腿切絲，加入蛋白、麵粉、醬鹽拌勻,1
479267,▪️熱油鍋，放入鍋內煎（留一個洞給蛋黃）,2
479267,一面金黃後翻面，加入蛋黃,3
479267,▪️兩面煎至金黃完成，盛盤,4
479267,撒上蔥花，擠上番茄醬🥫，完成✅,5
479265,先把牛蕃茄跟豆腐切成適量的大小，丟進滾水裡滾個5分鐘。,1
479265,放入娃娃菜將菜煮軟，想要放其他的蔬菜也可以,2
479265,加入牛肉，打散的雞蛋，煮滾後就可以了,3
479265,準備適量的麵條，在另外一鍋水煮熟，營養麵條大約煮6分鐘Q度剛好。,4
479265,將喜歡的麵條跟湯拌在一起就可以使用囉！ 大人吃還可以撒點胡椒粉粉或是香料增加風味。,5
479263,苦瓜切片(3-5mm) 鹹蛋黃先挖出切碎 鹹蛋白也切碎蒜頭也切碎末,1
479263,鹹蛋黃放入加熱的油鍋裡 拌炒到微起泡 再放鹹蛋白碎 接著放入蒜頭末,2
479263,(無圖) 把苦瓜倒入金沙(鹹蛋)醬裡拌炒均勻 即可起鍋 完成！,3
479259,●很幸運買到芥蘭菜摘折過靠近心的嫩葉，用凈毒五郎按4下均勻噴過，加水泡1小時換水2-3次洗過瀝乾。,1
479259,●蒜瓣洗過切掉蒂頭拍碎剝膜。,2
479259,●鍋小火加油先爆香蒜瓣後先灑鹽。,3
479259,●再把洗好的菜抓捧進鍋中，蓋上鍋蓋設定計時器蒸炒5分鐘，5分鐘到打開鍋蓋翻拌一下，芥藍菜熟了之後會變深綠色，就可以熄火囉。,4
479259,高鈣的蔬菜，簡單蒜炒就很好吃。,5
479255,備料～櫛瓜切片，不要太薄,1
479255,熱油後先放入蒜片爆香,2
479255,稍微炒一下蒜片後放入櫛瓜，煎到兩面微上色（如步驟4），不要煎太久避免櫛瓜之後變得軟爛,3
479255,放入蝦子煮熟後，加上少許鹽巴調味就可以起鍋啦！,4
479255,完成，開吃～,5
479247,櫛瓜切丁灑些鹽,1
479247,牛肉片先下鍋,2
479247,自然牛油溢出時,3
479247,下櫛瓜,4
479247,用夾子翻翻面,5
479247,最後一些胡椒鹽,6
479247,翻炒即完成,7
479245,1.蘿蔔糕切塊,1
479245,酥炸粉加水和,2
479245,油鍋準備好 2.蘿蔔糕沾麵衣,3
479245,下油鍋炸 3.起鍋前火開大一點再起鍋,4
479244,加熱鍋具，倒入食用油，嫩薑洗淨先切成片再切成絲，放入鍋中爆香；虱目魚丸切薄片一起拌炒。,1
479244,絲瓜削去外皮，切圓輪狀，再切成六等分，放入鍋中一起拌炒，枸杞沖洗後放入鍋中一起拌炒。,2
479244,待拌炒的絲瓜接觸油脂後，倒入開水進行煮沸動作。透過拌炒，可以讓絲瓜易熟及保持鮮脆口感。,3
479244,加入五木細關東麵麵條進行煮麵動作。,4
479244,待麵條與絲瓜都即將完熟時加入鹽巴調味。調味後即可熄火裝碗準備開動，藉由餘溫讓麵條和絲瓜達到完美口感。,5
479244,開動嘍！,6
479231,(無圖) 將梅子、白砂糖、白開水混合後煮開梅子汁煮過會更有味道 起鍋放涼 加入蜂蜜(不能太熱放，所以建議梅汁放涼再放，不要加進去煮),1
479231,給大家看一下美麗的三色苦瓜,2
479231,各半條切薄片(2-3mm) 入滾水川燙30-60秒 撈起置入冰塊水,3
479231,放涼後 撈起稍為瀝乾水份 置入保鮮盒 倒入放涼的梅汁 放入冰箱冷藏約半天~一天後即入味 多放幾天其實更入味苦瓜也是很脆喔~~,4
479230,"苦瓜切2mm薄片 (約1-3mm,看個人想要的口感) 入滾水燙30秒 撈起泡冰塊水 約泡到冰塊融化的差不多 撈起瀝乾、置入容器",1
479230,"將白開水及白砂糖.蜂蜜混合、攪拌至砂糖融化, 再加入梅子， 以上混合好倒入裝有苦瓜的容器， 放入冰箱冷藏， 大約半天~一天後就很好吃",2
479222,有機薑洗乾淨，連皮切薄片。 Wash the organic ginger and cut it into thin slices with the skin.,1
479222,"白鑊文火，炒乾薑片。要炒到出香味及冇水份。 Heat the wok, fry the dried ginger slices over low heat until they are fragrant and no water is left.",2
479222,"炒乾生薑片後，少了一半。 After frying the ginger slices, half of them were gone.",3
479222,"炒好薑片攤凍 ，入樽。 Fry the ginger slices, cool down and put them into the bottle.",4
479222,加麻油。又一定要蓋過薑片。 Add sesame oil. Make sure it covers the ginger slices.,5
479212,蝦子開背去腸泥、蝦頭剪掉觸鬚去胃囊，將蝦頭及蝦殼保留,1
479212,蝦仁用鹽抓醃、牛番茄切片、蒜頭切末,2
479212,起鍋熱油放入蝦仁煎熟盛起備用，同鍋下蝦頭蝦殼輕壓炒香,3
479212,加入蒜末爆香後放入牛番茄炒軟,4
479212,再加入沙茶醬、醬油、細砂糖拌勻,5
479212,倒入水煮滾轉小火再煮10分鐘後將蝦頭蝦殼取出,6
479212,取另鍋熱水煮麵至熟撈起後直接注入湯頭、放入蝦仁即可,7
479210,加熱鍋具，倒入食用油，將整瓣的蒜頭放入鍋中以中小火乾煎爆香。,1
479210,南瓜削去外皮，對切為2，切成薄片，不取出種子，若是種子過熟，可以擠出來不用，利用鍋中的油乾煎，能讓南瓜的甜份釋出，增加胡蘿蔔素的營養份攝取。,2
479210,將洋蔥剝去外皮，切大塊進入鍋中，稍加拌炒後與南瓜一同移入料理機中，加少許的水份將食材打成泥。,3
479210,過加熱5碗的水份，將用料理機攪打過的南瓜泥倒入一起加熱。記得要攪拌才不會巴鍋燒焦。,4
479210,加入無鹽奶油增加湯品的潤滑度。,5
479210,加入鹽巴調味。,6
479210,倒入牛奶，調出南瓜濃湯的口感。燒加沸騰就可以熄火，準備上菜囉！,7
479210,開動嘍！,8
479198,蔬果處理 1.洋蔥切細 2.櫛瓜切丁 3.龍鬚菜切段（先川燙過備用） 4. 小蕃茄對半切 5. 大蒜切末,1
479198,在炒鍋內倒入橄欖油後 1. 先放入大蒜炒香 2. 加進櫛瓜拌炒 3. 加進洋蔥拌炒 4. 加入小蕃茄拌炒 5. 加入川燙過的龍鬚菜6. 加入胡椒粒及鹽調味 將所有食材炒熟就可以先裝在盤子裡,2
479198,煎兩顆荷包蛋～ 也可以改水煮蛋，素食者可調整為豆腐～,3
479198,將泡麵用熱水泡開或煮開～ 也可以選擇馬鈴薯、地瓜或是小顆饅頭～,4
479198,將烹飪好的食材全部放在一起（擺盤）～,5
479194,"櫛瓜切薄片.煎餅粉加半碗水調勻,鍋放油平放櫛瓜",1
479194,煎至微焦倒煎餅糊.成型翻面,2
479194,"剩下的櫛瓜煎熟舖在煎餅上,灑些胡椒鹽，完成。",3
479182,事前準備 1. 大蒜🧄切細碎 2.洋蔥🧅切絲 3.蘑菇🍄‍🟫切片 4. 小蕃茄🍅對切,1
479182,將食材炒在一起 1. 在炒鍋加入橄欖油和大蒜末炒香 2. 加入切片的蘑菇炒軟 3. 加入切絲的洋蔥拌炒 4. 加入少許的鹽調味 5. 最後加上切半的小蕃茄拌炒,2
479176,小黃瓜洗淨後去頭尾，切成條狀，可輕拍後再切（我會把皮削一點掉，口感較佳,1
479176,撒上鹽巴，靜置 10 分鐘，讓小黃瓜出水,2
479176,用清水沖洗去多餘鹽分，再瀝乾水分,3
479176,加入蒜末／蒜片、糖、醋（可加入少量醬油與香油）拌勻,4
479176,蓋上蓋子，冷藏至少 30 分鐘，讓味道入味,5
479176,取出後即可享用，冰冰涼涼超開胃！,6
479175,杏鮑菇切厚片再切條，最後切成丁，洋蔥切條再切小丁,1
479175,小蕃茄對切，牛番茄去皮對切去蒂頭，切大片再切小丁，蒜頭壓扁，切成末,2
479175,熱鍋熱油，下洋蔥及蒜末，炒至洋蔥軟，下杏鮑菇、絞肉，拌炒至絞肉上色8分熟,3
479175,下番茄、番茄丁罐頭、番茄糊拌炒均勻，煮滾蓋蓋小火煮30分，每十分開蓋攪拌一下避免黏底，時間到下鹽、糖、胡椒、義大利香料，攪拌均勻就完成囉！,4
479174,蓮藕洗淨；芝麻粉與日式美奶滋+白醋+冷開水拌勻放冰箱冷藏；,1
479174,蓮藕去皮切0.2cm厚度的薄片；,2
479174,蓮藕片泡水洗去表面澱粉；,3
479174,煮滾1鍋水，加入少許橄欖油和1茶匙鹽；,4
479174,藕片倒入滾水中清燙3分鐘；,5
479174,撈起蓮藕片，泡入冰開水中，洗淨表面的澱粉後瀝乾；,6
479174,藕片略擦乾，倒入調好的黑芝麻沙拉醬；,7
479174,拌勻後放冰箱冷藏，擺盤後撒上少許熟芝麻即可。,8
479171,『本次食材』 ➥香菇：配菜可以換自己喜歡的,1
479171,➥鯛魚片：切塊後醃製約十分鐘，上點麵粉備用 ➥洋蔥：切洋蔥絲 ➥蒜頭：拍切蒜碎 ➥青蔥：切段，蔥白蔥綠分開 ➥香菇：切香菇片,2
479171,①轉中小火🔥➕香菇乾煸炒香後撈出,3
479171,①原鍋轉中火🔥➕沙拉油、鯛魚片 ②煎至魚肉兩面呈金黃色後即可撈出備用 ❶比較厚的的魚肉可立起來兩面也稍微煎一下定型,4
479171,①原鍋轉中大火🔥留適量沙拉油 ②➕洋蔥、蒜頭、蔥白、香菇炒香 ③➕醬汁燒煮炒香 ④➕清水煮滾 ❶煎完鯛魚的沙拉油太髒可換新的,5
479171,①➕鯛魚、蔥綠後翻炒均勻 ②➕太白粉水勾芡後即可上菜 ❶也可以先勾芡後再加入鯛魚片翻炒,6
479165,櫛瓜和雞里肌肉切一口大小。,1
479165,青蔥切段，蒜頭切末。,2
479165,雞丁先用米酒和醬油抓拌一下，再加太白粉拌勻。,3
479165,鍋中加入適量油，油熱後先將雞丁煎至兩面上色。,4
479165,接著加入蒜末炒香，再加入櫛瓜翻炒。,5
479165,加入2大匙的水，蓋上鍋蓋燜熟。,6
479165,今天來用穀卡卡的辣辣堅果，含有花椒的中辣程度，做成雞丁料理超適合。,7
479165,食材都熟了之後，加入一把辣辣堅果和蔥段，加鹽調味再翻炒幾下即完成。,8
